iteration,value,relative_error
1.0,5.04882287979126,0.04936492566536249
10.0,5.027679920196533,0.053345900923266194
20.0,4.8580451011657715,0.08528617940768753
30.0,4.907980918884277,0.07588384129461921
40.0,4.595516204833984,0.13471734045679074
50.0,4.603243827819824,0.1332623182414189
60.0,4.54064416885376,0.1450491114943024
70.0,4.321805000305176,0.18625400107226966
80.0,4.091863632202148,0.22954930668383572
90.0,4.128755569458008,0.2226029807083397
100.0,4.100330352783203,0.2279551209220103
110.0,4.03652286529541,0.23996933434467893
120.0,4.036537170410156,0.23996664085668307
130.0,3.9208765029907227,0.26174420956680045
140.0,3.8611721992492676,0.2729858408493188
150.0,3.8787851333618164,0.26966952864586397
160.0,3.803497552871704,0.2838453110766891
170.0,3.7960634231567383,0.2852450718966789
180.0,3.727173328399658,0.298216281604282
190.0,3.7258968353271484,0.2984566305164473
200.0,3.7258033752441406,0.29847422797135365
210.0,4.02276611328125,0.242559571967379
220.0,4.018793106079102,0.24330764336676677
230.0,4.006746768951416,0.24557582960809338
240.0,5.254678249359131,0.010604735575384877
250.0,5.206681251525879,0.0196420162820789
260.0,5.2313337326049805,0.015000238635853789
270.0,5.2254109382629395,0.016115432449079363
280.0,5.217528820037842,0.017599544334806656
290.0,5.226606369018555,0.01589034663555738
300.0,5.235468864440918,0.014221641039179434
310.0,5.227878570556641,0.01565080576979087
320.0,5.243561744689941,0.012697845096979578
330.0,5.241095542907715,0.01316220242746848
340.0,5.244832515716553,0.012458573580012655
350.0,5.239636421203613,0.013436938203047762
360.0,5.25160026550293,0.011184284409164047
370.0,5.255352020263672,0.01047787229077915
380.0,5.2551798820495605,0.01051028392966285
390.0,5.249079704284668,0.011658876994037276
400.0,5.201066017150879,0.020699300103393152
410.0,5.045328140258789,0.050022944782754826
420.0,5.20212459564209,0.02049998199169838
430.0,5.0205488204956055,0.05468860468921003
440.0,5.247871398925781,0.011886386946755544
450.0,5.240222454071045,0.01332659497815007
460.0,5.243592262268066,0.012692098989255043
470.0,5.243451118469238,0.012718674737481013
480.0,5.255685329437256,0.010415114020475257
490.0,5.245961666107178,0.012245967594204897
500.0,5.239280700683594,0.013503916271211861
510.0,5.2693681716918945,0.007838792752420526
520.0,5.272351264953613,0.0072771107223473285
530.0,5.248074054718018,0.01184822920014731
540.0,5.258619785308838,0.009862589849588035
550.0,5.240929126739502,0.01319353667115383
560.0,5.250015735626221,0.011482633096173835
570.0,5.240498065948486,0.013274700442762872
580.0,5.261374473571777,0.009343913844515647
590.0,5.24526834487915,0.012376511979071653
600.0,5.188040733337402,0.023151810706570814
610.0,5.2544169425964355,0.0106539366227762
620.0,5.260784149169922,0.009455065115812102
630.0,5.248889446258545,0.011694700384382419
640.0,5.262875556945801,0.00906127717081513
650.0,5.26242733001709,0.009145673128019224
660.0,5.254146575927734,0.010704843545898244
670.0,5.273043632507324,0.0071467459033469636
680.0,5.277130126953125,0.006377306165858585
690.0,5.277625560760498,0.006284021698268103
700.0,5.261088848114014,0.009397693821499957
710.0,5.2497172355651855,0.011538837212354434
720.0,5.1707048416137695,0.026415959025838903
730.0,5.215680122375488,0.017947632766806942
