iteration,value
1.0,4.347346782684326
10.0,4.142480850219727
20.0,4.048537254333496
30.0,3.9720442295074463
40.0,3.9254062175750732
50.0,3.7422895431518555
60.0,3.6765620708465576
70.0,3.6096324920654297
80.0,3.525329113006592
90.0,3.3804006576538086
100.0,3.319321870803833
110.0,3.28692626953125
120.0,3.111023187637329
130.0,3.0141706466674805
140.0,3.0187184810638428
150.0,3.0234265327453613
160.0,3.4695467948913574
170.0,3.515190362930298
180.0,5.1843791007995605
190.0,5.190032482147217
200.0,5.198022365570068
210.0,5.21212100982666
220.0,5.225224494934082
230.0,5.208409309387207
240.0,5.176774978637695
250.0,5.154606819152832
260.0,5.181814193725586
270.0,5.24781608581543
280.0,5.233951568603516
290.0,5.2100067138671875
300.0,5.214932441711426
310.0,5.204344749450684
320.0,5.205509185791016
330.0,5.164115905761719
340.0,5.194733142852783
350.0,5.156895637512207
360.0,5.088258743286133
370.0,5.1712236404418945
380.0,5.220113277435303
390.0,5.181535720825195
400.0,5.050769805908203
410.0,5.100728988647461
420.0,5.267354965209961
430.0,5.257227420806885
440.0,5.2335429191589355
450.0,5.235899925231934
460.0,5.211400985717773
470.0,5.2041015625
480.0,5.1592864990234375
490.0,5.095039367675781
500.0,5.23818302154541
510.0,5.22963285446167
520.0,5.142082214355469
530.0,4.638546466827393
540.0,5.132575988769531
550.0,5.139321327209473
560.0,5.111180782318115
570.0,5.010246753692627
580.0,5.004324913024902
590.0,4.714446067810059
600.0,3.768171787261963
610.0,5.025271892547607
620.0,4.961922645568848
630.0,4.9278035163879395
640.0,4.73692512512207
650.0,3.386096715927124
660.0,4.829934120178223
670.0,4.465221405029297
680.0,3.0160927772521973
690.0,2.931196689605713
700.0,4.8250250816345215
710.0,4.816984176635742
720.0,5.0224928855896
730.0,4.912755012512207
740.0,4.810937881469727
750.0,4.696651458740234
760.0,4.9030866622924805
770.0,4.832916259765625
780.0,4.827395915985107
790.0,4.860960960388184
800.0,4.938365459442139
810.0,5.042433738708496
820.0,5.063979148864746
830.0,5.097964286804199
840.0,5.047361850738525
850.0,5.025659561157227
860.0,5.135870933532715
870.0,5.108858108520508
880.0,5.121668815612793
890.0,5.199863910675049
900.0,5.200164318084717
910.0,5.1889190673828125
920.0,5.217906951904297
930.0,5.20020055770874
940.0,5.19510555267334
950.0,5.198955535888672
960.0,5.183378219604492
970.0,5.1700544357299805
980.0,5.170774459838867
990.0,5.148902893066406
1000.0,5.15504789352417
1010.0,5.142527103424072
1020.0,5.163196563720703
1030.0,5.160721302032471
1040.0,5.141615867614746
1050.0,5.093568801879883
1060.0,5.046764373779297
1070.0,5.018348217010498
1080.0,4.914219856262207
1090.0,4.805719375610352
1100.0,4.94072151184082
1110.0,4.754312515258789
1120.0,4.471686363220215
1130.0,4.654991149902344
1140.0,4.767708778381348
1150.0,4.171947956085205
1160.0,4.774914741516113
1170.0,4.828915119171143
1180.0,4.958634853363037
1190.0,4.968760013580322
1200.0,4.973787307739258
1210.0,5.006403923034668
1220.0,5.052018642425537
1230.0,5.0424628257751465
1240.0,5.004249572753906
1250.0,5.064270973205566
1260.0,5.092399597167969
1270.0,5.089424133300781
1280.0,5.047661781311035
1290.0,5.049356460571289
1300.0,5.043293476104736
1310.0,5.0134711265563965
1320.0,5.013002395629883
1330.0,5.0305495262146
1340.0,5.009097576141357
1350.0,4.947807788848877
1360.0,4.930979251861572
1370.0,4.932926177978516
1380.0,4.924269676208496
1390.0,4.901228427886963
1400.0,4.8487114906311035
1410.0,4.80963134765625
1420.0,4.803049087524414
1430.0,4.784518241882324
1440.0,4.854228496551514
1450.0,4.881479263305664
1460.0,4.819992542266846
1470.0,4.834318161010742
1480.0,4.819348335266113
1490.0,4.873846054077148
1500.0,4.950071334838867
1510.0,4.978331565856934
1520.0,5.008867263793945
1530.0,5.03464412689209
1540.0,5.049773216247559
1550.0,5.055198669433594
1560.0,5.048263072967529
1570.0,5.036243438720703
1580.0,4.993988990783691
1590.0,4.9643378257751465
1600.0,4.993666648864746
1610.0,4.938072681427002
1620.0,4.801982879638672
1630.0,4.801889896392822
1640.0,4.6147141456604
1650.0,4.7476301193237305
1660.0,4.758175849914551
1670.0,4.827348232269287
1680.0,4.835704326629639
1690.0,4.868265151977539
1700.0,4.93695068359375
1710.0,4.9119038581848145
1720.0,4.913485527038574
1730.0,4.952216625213623
1740.0,4.9458112716674805
1750.0,4.915708541870117
1760.0,4.912420272827148
