iteration,value
1,0.14248202741146088
10,0.13958066701889038
20,0.13723403215408325
30,0.13493436574935913
40,0.13345691561698914
50,0.12884899973869324
60,0.1280413269996643
70,0.1295207291841507
80,0.08970446139574051
90,0.08749845623970032
100,0.08749845623970032
110,0.12130994349718094
120,0.11997911334037781
130,0.11997911334037781
140,0.12041420489549637
150,0.1189076155424118
160,0.1189076155424118
170,0.11890748143196106
180,0.11893533915281296
190,0.11904310435056686
200,0.11926496773958206
210,0.12951689958572388
220,0.130257248878479
230,0.12843410670757294
240,0.1276373267173767
250,0.1485440880060196
260,0.1478283405303955
270,0.1482544243335724
280,0.14766770601272583
290,0.13037562370300293
300,0.12883831560611725
310,0.1285276561975479
320,0.127069354057312
330,0.12369641661643982
340,0.12226550281047821
350,0.1210131123661995
360,0.11997911334037781
370,0.11997911334037781
380,0.1189076155424118
390,0.1189076155424118
400,0.11890751123428345
410,0.11902216076850891
420,0.11959820985794067
430,0.1464804708957672
440,0.1488341987133026
450,0.14977574348449707
460,0.1493152678012848
470,0.14867174625396729
480,0.1480105221271515
490,0.14360305666923523
500,0.14711478352546692
510,0.14752542972564697
520,0.14765669405460358
530,0.1470358669757843
540,0.1466493010520935
550,0.14662016928195953
560,0.1473054140806198
570,0.14747774600982666
580,0.1473338007926941
590,0.14742125570774078
600,0.1475321650505066
610,0.14765691757202148
620,0.14730167388916016
630,0.14828383922576904
640,0.14842620491981506
650,0.14782044291496277
660,0.14741060137748718
670,0.14761421084403992
680,0.14752398431301117
690,0.14744868874549866
700,0.14768201112747192
710,0.1482791304588318
720,0.14749282598495483
730,0.1488448977470398
740,0.14000263810157776
750,0.12202662229537964
760,0.12137122452259064
770,0.12069416046142578
780,0.1205514520406723
790,0.11915841698646545
800,0.11900666356086731
810,0.12075826525688171
820,0.1203673779964447
830,0.12308775633573532
840,0.14472244679927826
850,0.1479170024394989
860,0.14876265823841095
870,0.14997504651546478
880,0.14966368675231934
890,0.14890247583389282
900,0.14983364939689636
910,0.14818836748600006
920,0.1480320245027542
930,0.1390543282032013
940,0.13696187734603882
950,0.1276603788137436
960,0.1254930943250656
970,0.12444727122783661
980,0.12339320778846741
990,0.12201691418886185
1000,0.12102483212947845
1010,0.11980412900447845
1020,0.11997911334037781
1030,0.1189076155424118
1040,0.11899461597204208
1050,0.1210346594452858
1060,0.11453871428966522
1070,0.10700853168964386
1080,0.13756176829338074
1090,0.13266345858573914
1100,0.14126306772232056
1110,0.1393471658229828
1120,0.14570672810077667
1130,0.14491480588912964
1140,0.1492806375026703
1150,0.14966289699077606
1160,0.14808964729309082
1170,0.14782439172267914
1180,0.1482928991317749
1190,0.1486094743013382
1200,0.14841093122959137
1210,0.14871332049369812
1220,0.1487724334001541
1230,0.1482592076063156
1240,0.14796076714992523
1250,0.14976820349693298
1260,0.14966930449008942
1270,0.1484934687614441
1280,0.1480012685060501
1290,0.14849327504634857
1300,0.14870908856391907
1310,0.1493673324584961
1320,0.14886754751205444
1330,0.1488560140132904
1340,0.14897792041301727
1350,0.14833012223243713
1360,0.1474640965461731
1370,0.14849942922592163
1380,0.1488487422466278
1390,0.14860223233699799
1400,0.14778003096580505
1410,0.13836577534675598
1420,0.13806523382663727
1430,0.13777980208396912
1440,0.14749497175216675
1450,0.1429869532585144
1460,0.1427416056394577
1470,0.14988823235034943
1480,0.14807531237602234
1490,0.1499771773815155
